historic_deforestation_ha,annual_velocity_ha_per_yr,projected_loss_ha_2040,co2e_emissions_tonnes,carbon_damage_usd,sediment_loss_tonnes,dredging_cost_usd,habitat_replacement_usd,total_economic_damage_usd
19502.3,812.6,25055.9,1979078.8,100933020.22,20044728.0,100223640.0,300670920.0,501827580.22
